gene_symbol	identifier	clan	prd_score	netto_dup	orthologs_cnt	human_dup	human_frac	human_protein_cnt
EML6	ENSGT00550000074369_ENSG00000214595_WD40	Beta_propeller	-0.130126220529	1	17	0	0	1
ZNF689	ENSGT00560000077257_ENSG00000156853_zf-H2C2_2	C2H2-zf	1.29137340392	20	13	0	0	6
AL035078.4	ENSGT00550000074546_ENSG00000285283_EF-hand_1	EF_hand	-0.214143049933	0	15	0	0	2
FBXL17	ENSGT00760000119059_ENSG00000145743_LRR_6	LRR	-0.200759109312	0	16	0	0	1
ARIH1	ENSGT00890000139392_ENSG00000166233_IBR	RING	-0.0808097165992	2	15	0	0	1
PODNL1	ENSGT00760000118969_ENSG00000132000_LRR_8	LRR	-0.17845254161	0	18	0	0	2
ABCA13	ENSGT00760000118965_ENSG00000179869_AAA_21	P-loop_NTPase	-0.24579397211	1	9	0	0	1
KCTD19	ENSGT00390000007606_ENSG00000168676_BTB_2	POZ	-0.267678812416	0	12	0	0	1
USP48	ENSGT00760000119158_ENSG00000090686_DUSP	DUSP	-0.214143049933	0	15	0	0	1
CRNKL1	ENSGT00550000074931_ENSG00000101343_HAT	TPR	-0.214143049933	0	15	0	0	1
F8	ENSGT00910000143988_ENSG00000185010_Cu-oxidase_3	CU_oxidase	-0.0865818392134	2	14	0	0	1
TRIM66	ENSGT00920000148978_ENSG00000166436_PHD	zf-FYVE-PHD	0.127703875072	5	14	0	0	1
SMC3	ENSGT00580000081628_ENSG00000108055_AAA_21	P-loop_NTPase	0.0525236167341	4	15	0	0	1
KRTAP1-4	ENSGT00730000111060_ENSG00000204887_Keratin_B2	Keratin_assoc	0.865317139001	11	9	0	0	4
EPRS	ENSGT00550000074815_ENSG00000136628_WHEP-TRS	S15_NS1	0.291373403924	7	13	0	0	1
COL4A4	ENSGT00900000140804_ENSG00000081052_Collagen	Collagen	0.852523616734	16	15	0	0	1
KIRREL1	ENSGT00550000074545_ENSG00000183853_Ig_3	Ig	-0.160607287449	0	20	0	0	1
FSCN3	ENSGT00530000063373_ENSG00000106328_Fascin	Trefoil	-0.0823627115125	0	39	0	0	3
FCGR1B	ENSGT00760000119130_ENSG00000198019_Ig_2	Ig	0.0394568151147	7	96	0	0	16
DSP	ENSGT00760000119163_ENSG00000096696_Plectin	Plectin	0.399285544177	10	17	0	0	1
REST	ENSGT00910000144144_ENSG00000084093_zf-H2C2_2	C2H2-zf	-0.247088134538	0	13	0	0	1
CDC40	ENSGT00530000063583_ENSG00000168438_WD40	Beta_propeller	-0.0141430499325	3	15	0	0	1
CALN1	ENSGT00740000115520_ENSG00000183166_EF-hand_1	EF_hand	-0.0932419806914	2	13	0	0	1
PDIA2	ENSGT00860000133691_ENSG00000185615_Thioredoxin	Thioredoxin	-0.247088134538	0	13	0	0	1
KIAA0319L	ENSGT00880000137941_ENSG00000142687_Y_Y_Y	E-set	-0.147476383266	1	15	0	0	1
LSS	ENSGT00390000011570_ENSG00000160285_SQHop_cyclase_N	6_Hairpin	-0.214143049933	0	15	0	0	1
WSB1	ENSGT00890000139406_ENSG00000109046_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
FASTKD1	ENSGT00530000063266_ENSG00000138399_FAST_1	FAST_1	-0.214143049933	0	15	0	0	1
SCRIB	ENSGT00840000129686_ENSG00000180900_PDZ	PDZ-like	-0.229438982071	0	14	0	0	1
AEBP2	ENSGT00510000048519_ENSG00000139154_zf-C2H2	C2H2-zf	-0.0757591093117	2	16	0	0	1
RFFL	ENSGT00390000012719_ENSG00000092871_Armet	Armet	-0.229438982071	0	14	0	0	2
WDR47	ENSGT00760000119239_ENSG00000085433_WD40	Beta_propeller	0.575756132412	13	17	0	0	1
SERGEF	ENSGT00910000144029_ENSG00000129158_RCC1	Beta_propeller	-0.267678812416	0	12	0	0	1
CLUH	ENSGT00390000012485_ENSG00000132361_TPR_12	TPR	-0.17845254161	0	18	0	0	1
NCOA4	ENSGT00390000008403_ENSG00000266412_ARA70	ARA70	-0.229438982071	0	14	0	0	1
TRIM3	ENSGT00920000148978_ENSG00000110171_NHL	Beta_propeller	-0.200759109312	0	16	0	0	1
COL10A1	ENSGT00760000118830_ENSG00000123500_Collagen	Collagen	0.458109073589	11	17	0	0	1
CDC42BPB	ENSGT00760000118994_ENSG00000198752_KELK	KELK	0.71682256038	24	29	0	0	2
ADAMTS1	ENSGT00900000140774_ENSG00000154734_TSP_1	TSP_1	-0.247088134538	0	13	0	0	1
ZNF592	ENSGT00530000063261_ENSG00000166716_zf-C2H2_11	C2H2-zf	-0.214143049933	0	15	0	0	1
AC068234.1	ENSGT00760000119064_ENSG00000259753_EGF_2	EGF	-0.17845254161	0	18	0	0	2
ZNF521	ENSGT00840000129874_ENSG00000198795_zf-C2H2_4	C2H2-zf	1.34435038646	18	11	0	0	1
DNAAF1	ENSGT00900000140836_ENSG00000154099_LRR_4	LRR	1.04924089069	20	16	0	0	1
JPH2	ENSGT00730000110639_ENSG00000149596_MORN	MORN	-0.0865818392134	2	14	0	0	1
PTPRU	ENSGT00760000118900_ENSG00000060656_fn3	E-set	-0.200759109312	0	16	0	0	1
CADM4	ENSGT00900000140811_ENSG00000105767_Ig_3	Ig	-0.401518218623	0	8	0	0	1
DLG2	ENSGT00760000118866_ENSG00000150672_PDZ	PDZ-like	-0.247088134538	0	13	0	0	1
LRRC3B	ENSGT00390000003913_ENSG00000179796_LRR_1	LRR	-0.0865818392134	2	14	0	0	1
GAS6	ENSGT00530000063339_ENSG00000183087_EGF_CA	EGF	-0.247088134538	0	13	0	0	1
SCARA3	ENSGT00820000126981_ENSG00000168077_Collagen	Collagen	-0.292013249908	0	11	0	0	1
BAG5	ENSGT00530000063256_ENSG00000166170_BAG	BAG	-0.229438982071	0	14	0	0	1
HNRNPL	ENSGT00550000074508_ENSG00000104824_RRM_5	RRM	-0.18894974994	0	17	0	0	2
CIB3	ENSGT00860000133737_ENSG00000141977_EF-hand_1	EF_hand	-0.158010410642	1	14	0	0	1
ASB14	ENSGT00920000148951_ENSG00000239388_Ank_2	Ank	0.611740890688	13	16	0	0	1
VWF	ENSGT00760000118896_ENSG00000110799_VWD	VWD	-0.247088134538	0	13	0	0	1
FBXW11	ENSGT00760000119106_ENSG00000072803_WD40	Beta_propeller	0.0525236167341	4	15	0	0	1
WDR37	ENSGT00920000149070_ENSG00000047056_WD40	Beta_propeller	-0.0132591093117	3	16	0	0	1
MBNL1	ENSGT00390000001586_ENSG00000152601_zf-CCCH	CCCH_zf	-0.0757591093117	2	16	0	0	1
MYEF2	ENSGT00410000025635_ENSG00000104177_RRM_1	RRM	-0.0808097165992	2	15	0	0	1
WFDC8	ENSGT00730000110932_ENSG00000158901_WAP	WAP	0.137527250078	5	13	0	0	4
MYOM3	ENSGT00860000133685_ENSG00000142661_fn3	E-set	-0.229438982071	0	14	0	0	1
SDK2	ENSGT00910000144009_ENSG00000069188_fn3	E-set	-0.200759109312	0	16	0	0	1
HEG1	ENSGT00710000106813_ENSG00000173706_EGF_CA	EGF	-0.11019506809	2	11	0	0	1
CUX2	ENSGT00530000063019_ENSG00000111249_CUT	HTH	-0.229438982071	0	14	0	0	1
DNAJC3	ENSGT00890000139418_ENSG00000102580_TPR_1	TPR	-0.200759109312	0	16	0	0	1
TRAPPC12	ENSGT00390000002448_ENSG00000171853_TPR_2	TPR	-0.229438982071	0	14	0	0	1
LRRN1	ENSGT00760000118831_ENSG00000175928_LRR_8	LRR	-0.214143049933	0	15	0	0	1
MATN4	ENSGT00920000148956_ENSG00000124159_FXa_inhibition	EGF	0.361740890688	9	16	0	0	2
SUGT1	ENSGT00390000013700_ENSG00000165416_TPR_2	TPR	-0.292013249908	0	11	0	0	1
FNDC1	ENSGT00530000063558_ENSG00000164694_fn3	E-set	-0.229438982071	0	14	0	0	1
TENM3	ENSGT00760000119131_ENSG00000218336_EGF_2	EGF	-0.18894974994	0	17	0	0	1
COL20A1	ENSGT00760000119000_ENSG00000101203_fn3	E-set	-0.267678812416	0	12	0	0	1
KIAA0319	ENSGT00880000137941_ENSG00000137261_Y_Y_Y	E-set	-0.321214574899	0	10	0	0	1
FAT2	ENSGT00760000118805_ENSG00000086570_Cadherin	E-set	-0.247088134538	0	13	0	0	1
KLHDC4	ENSGT00390000003374_ENSG00000104731_Kelch_4	Beta_propeller	-0.229438982071	0	14	0	0	1
EHMT2	ENSGT00780000121845_ENSG00000204371_Ank_2	Ank	-0.292013249908	0	11	0	0	1
ATP5MF-PTCD1	ENSGT00390000015597_ENSG00000248919_PPR_2	TPR	-0.214143049933	0	15	0	0	2
ZBTB2	ENSGT00850000132316_ENSG00000181472_zf-C2H2	C2H2-zf	-0.147476383266	1	15	0	0	1
UNC45B	ENSGT00900000140844_ENSG00000141161_UNC45-central	UNC45-central	-0.267678812416	0	12	0	0	1
CRB1	ENSGT00910000144018_ENSG00000134376_EGF	EGF	-0.147476383266	1	15	0	0	1
ENC1	ENSGT00910000143979_ENSG00000171617_Kelch_1	Beta_propeller	-0.158010410642	1	14	0	0	1
LNX1	ENSGT00760000119017_ENSG00000072201_PDZ	PDZ-like	-0.247088134538	0	13	0	0	1
SPON1	ENSGT00890000139423_ENSG00000262655_TSP_1	TSP_1	-0.229438982071	0	14	0	0	1
BCORL1	ENSGT00760000119090_ENSG00000085185_Ank_4	Ank	-0.229438982071	0	14	0	0	1
ZNF335	ENSGT00890000139371_ENSG00000198026_zf-H2C2_5	C2H2-zf	-0.0808097165992	2	15	0	0	1
SLK	ENSGT00920000148966_ENSG00000065613_PKK	PKK	-0.147476383266	1	15	0	0	1
ZNF746	ENSGT00530000063032_ENSG00000181220_zf-H2C2_2	C2H2-zf	0.368389299039	22	51	0	0	6
WDR17	ENSGT00920000149080_ENSG00000150627_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
RCC1L	ENSGT00910000144029_ENSG00000274523_RCC1	Beta_propeller	-0.200759109312	0	16	0	0	1
PALLD	ENSGT00860000133679_ENSG00000129116_I-set	Ig	0.789392712551	19	20	0	0	1
PDGFRL	ENSGT00390000017153_ENSG00000104213_Ig_2	Ig	-0.229438982071	0	14	0	0	1
ATRNL1	ENSGT00390000001118_ENSG00000107518_Kelch_5	Beta_propeller	-0.130126220529	1	17	0	0	1
PARP1	ENSGT00390000017341_ENSG00000143799_zf-PARP	Zn_Beta_Ribbon	-0.229438982071	0	14	0	0	1
CDH18	ENSGT00760000118954_ENSG00000145526_Cadherin	E-set	-0.247088134538	0	13	0	0	1
BCL6B	ENSGT00920000149041_ENSG00000161940_zf-H2C2_2	C2H2-zf	-0.221214574899	1	10	0	0	1
PDIA6	ENSGT00860000133723_ENSG00000143870_Thioredoxin_8	Thioredoxin	-0.229438982071	0	14	0	0	1
PABPC4L	ENSGT00760000118913_ENSG00000254535_RRM_1	RRM	-0.169060302578	0	19	0	0	2
SYNE3	ENSGT00440000039367_ENSG00000176438_Spectrin	Spectrin	-0.229438982071	0	14	0	0	1
WWP2	ENSGT00760000118966_ENSG00000198373_WW	WW	-0.170165057614	1	13	0	0	1
AMN1	ENSGT00730000111305_ENSG00000151743_LRR_6	LRR	-0.267678812416	0	12	0	0	1
OTOG	ENSGT00760000118896_ENSG00000188162_VWD	VWD	-0.170165057614	1	13	0	0	1
SRPX2	ENSGT00910000144117_ENSG00000102359_Sushi	EGF	-0.229438982071	0	14	0	0	1
PPP2R2D	ENSGT00390000006311_ENSG00000175470_WD40	Beta_propeller	0.0562753036437	4	14	0	0	1
RPGR	ENSGT00910000144029_ENSG00000156313_RCC1	Beta_propeller	-0.200759109312	0	16	0	0	1
TECPR1	ENSGT00510000047886_ENSG00000205356_Hyd_WA	Hyd_WA	-0.18894974994	0	17	0	0	1
ASB15	ENSGT00920000148951_ENSG00000146809_Ank_2	Ank	-0.18894974994	0	17	0	0	1
COL6A5	ENSGT00760000119000_ENSG00000172752_VWA	vWA-like	-0.18894974994	0	17	0	0	2
MMP19	ENSGT00910000144034_ENSG00000123342_Hemopexin	Hemopexin	-0.267678812416	0	12	0	0	1
SCYL1	ENSGT00890000139451_ENSG00000142186_HEAT	TPR	-0.267678812416	0	12	0	0	1
WDR4	ENSGT00390000012174_ENSG00000160193_WD40	Beta_propeller	-0.247088134538	0	13	0	0	1
KLF1	ENSGT00760000118998_ENSG00000105610_zf-C2H2	C2H2-zf	-0.110607287449	1	20	0	0	2
LDLR	ENSGT00760000118968_ENSG00000130164_Ldl_recept_a	Ldl_recept_a	-0.247088134538	0	13	0	0	1
CDCP2	ENSGT00760000119018_ENSG00000157211_CUB	CUB	-0.229438982071	0	14	0	0	1
ITGA11	ENSGT00760000118782_ENSG00000137809_FG-GAP	Beta_propeller	-0.18894974994	0	17	0	0	1
OPTC	ENSGT00730000110781_ENSG00000188770_LRR_8	LRR	-0.292013249908	0	11	0	0	1
TNPO3	ENSGT00530000063347_ENSG00000064419_Xpo1	TPR	-0.147476383266	1	15	0	0	1
CCDC65	ENSGT00730000111193_ENSG00000139537_NYD-SP28	NYD-SP28	0.913418160787	16	14	0	0	1
ANP32A	ENSGT00560000077130_ENSG00000140350_LRR_4	LRR	-0.200759109312	0	16	0	0	2
STRN3	ENSGT00520000055597_ENSG00000196792_WD40	Beta_propeller	0.0562753036437	4	14	0	0	1
MPDZ	ENSGT00760000119017_ENSG00000107186_PDZ	PDZ-like	-0.214143049933	0	15	0	0	1
ZFP91-CNTF	ENSGT00530000063153_ENSG00000255073_zf-C2H2	C2H2-zf	-0.0757591093117	2	16	0	0	2
GCN1	ENSGT00390000011675_ENSG00000089154_HEAT	TPR	-0.0757591093117	2	16	0	0	1
AMOTL1	ENSGT00530000063846_ENSG00000166025_Angiomotin_C	Angiomotin_C	-0.267678812416	0	12	0	0	1
CACNA1H	ENSGT00830000128242_ENSG00000196557_Ion_trans	Ion_channel	-0.214143049933	0	15	0	0	1
PRDM12	ENSGT00830000128284_ENSG00000130711_zf-C2H2	C2H2-zf	-0.0163189037683	3	13	0	0	1
MRC2	ENSGT00720000108514_ENSG00000011028_Lectin_C	C_Lectin	-0.229438982071	0	14	0	0	1
HEATR6	ENSGT00390000016675_ENSG00000068097_HEAT_2	TPR	-0.229438982071	0	14	0	0	1
ARIH2	ENSGT00890000139392_ENSG00000177479_IBR	RING	-0.0151532677848	3	14	0	0	1
KCNK2	ENSGT00760000118858_ENSG00000082482_Ion_trans_2	Ion_channel	-0.0124791617052	3	17	0	0	1
RMDN1	ENSGT00530000063162_ENSG00000176623_TPR_17	TPR	-0.229438982071	0	14	0	0	1
STRIP1	ENSGT00400000022095_ENSG00000143093_DUF3402	DUF3402	-0.158010410642	1	14	0	0	1
SFMBT1	ENSGT00760000119024_ENSG00000163935_MBT	Tudor	-0.229438982071	0	14	0	0	1
KBTBD12	ENSGT00910000143979_ENSG00000187715_Kelch_1	Beta_propeller	-0.200759109312	0	16	0	0	1
FNTA	ENSGT00550000074935_ENSG00000168522_PPTA	TPR	-0.229438982071	0	14	0	0	1
LGI2	ENSGT00920000148954_ENSG00000153012_EPTP	EPTP	-0.200759109312	0	16	0	0	1
PPFIA3	ENSGT00760000119138_ENSG00000177380_SAM_1	SAM	-0.267678812416	0	12	0	0	1
ST18	ENSGT00440000038465_ENSG00000147488_zf-C2HC	zf-C2HC	0.0606041731548	4	13	0	0	1
CDH6	ENSGT00760000118954_ENSG00000113361_Cadherin	E-set	-0.0845301512892	0	38	0	0	3
HELZ2	ENSGT00800000124068_ENSG00000130589_AAA_11	P-loop_NTPase	-0.122896986055	1	18	0	0	1
CDC16	ENSGT00510000047327_ENSG00000130177_ANAPC3	TPR	-0.0757591093117	2	16	0	0	1
DLK1	ENSGT00910000144018_ENSG00000185559_EGF	EGF	-0.247088134538	0	13	0	0	1
COL6A1	ENSGT00820000126981_ENSG00000142156_VWA	vWA-like	-0.158010410642	1	14	0	0	1
RANBP2	ENSGT00760000119119_ENSG00000153201_Ran_BP1	PH	0.0851359167149	5	21	0	0	8
ABCF2	ENSGT00630000089910_ENSG00000285292_AAA_21	P-loop_NTPase	-0.147476383266	1	15	0	0	2
FREM1	ENSGT00550000074429_ENSG00000164946_Cadherin_3	E-set	-0.200759109312	0	16	0	0	1
OGN	ENSGT00730000110781_ENSG00000106809_LRR_8	LRR	-0.200759109312	0	16	0	0	1
FHL3	ENSGT00760000118910_ENSG00000183386_LIM	Zn_Beta_Ribbon	-0.200759109312	0	16	0	0	1
EMC2	ENSGT00390000011922_ENSG00000104412_TPR_19	TPR	-0.229438982071	0	14	0	0	1
PXN	ENSGT00760000118910_ENSG00000089159_LIM	Zn_Beta_Ribbon	-0.200759109312	0	16	0	0	1
FLII	ENSGT00760000119111_ENSG00000177731_Gelsolin	ADF	-0.247088134538	0	13	0	0	1
LAMA2	ENSGT00780000121851_ENSG00000196569_Laminin_G_1	Concanavalin	0.137527250078	5	13	0	0	1
SH3RF3	ENSGT00760000119190_ENSG00000172985_SH3_9	SH3	-0.214143049933	0	15	0	0	1
DYSF	ENSGT00550000074414_ENSG00000135636_C2	C2	-0.247088134538	0	13	0	0	1
GNB1L	ENSGT00390000018606_ENSG00000185838_WD40	Beta_propeller	-0.247088134538	0	13	0	0	1
ABCC4	ENSGT00880000137856_ENSG00000125257_SMC_N	P-loop_NTPase	-0.17845254161	0	18	0	0	1
EHMT1	ENSGT00780000121845_ENSG00000181090_Ank_2	Ank	-0.200759109312	0	16	0	0	1
ANXA5	ENSGT00760000118972_ENSG00000164111_Annexin	Annexin	-0.18894974994	0	17	0	0	1
PRTG	ENSGT00910000144009_ENSG00000166450_fn3	E-set	-0.214143049933	0	15	0	0	1
ADAMTS14	ENSGT00900000140815_ENSG00000138316_TSP_1	TSP_1	-0.229438982071	0	14	0	0	1
SLC25A10	ENSGT00760000119170_ENSG00000183048_Mito_carr	Mito_carr	-0.229438982071	0	14	0	0	2
DCAF8L2	ENSGT00530000062951_ENSG00000189186_WD40	Beta_propeller	0.16399142653	6	17	0	0	4
ASTN1	ENSGT00390000003140_ENSG00000152092_FXa_inhibition	EGF	-0.229438982071	0	14	0	0	1
AIFM2	ENSGT00390000004582_ENSG00000042286_NAD_binding_9	NADP_Rossmann	-0.229438982071	0	14	0	0	1
ORC6	ENSGT00390000007370_ENSG00000091651_ORC6	ORC6	-0.267678812416	0	12	0	0	1
ABLIM1	ENSGT00760000119039_ENSG00000099204_LIM	Zn_Beta_Ribbon	-0.138259109312	1	16	0	0	1
PARD3	ENSGT00760000119017_ENSG00000148498_PDZ	PDZ-like	-0.200759109312	0	16	0	0	1
ABTB1	ENSGT00390000017131_ENSG00000114626_BTB	POZ	-0.229438982071	0	14	0	0	1
ZBTB49	ENSGT00920000149010_ENSG00000168826_zf-H2C2_2	C2H2-zf	-0.214143049933	0	15	0	0	1
TTC38	ENSGT00390000002669_ENSG00000075234_TPR_14	TPR	-0.229438982071	0	14	0	0	1
TTC19	ENSGT00390000009194_ENSG00000011295_TPR_12	TPR	-0.229438982071	0	14	0	0	1
ANKRD34C	ENSGT00390000012355_ENSG00000235711_Ank_4	Ank	-0.321214574899	0	10	0	0	1
EIPR1	ENSGT00730000111137_ENSG00000032389_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
SSC4D	ENSGT00900000140803_ENSG00000146700_SRCR	SRCR	-0.247088134538	0	13	0	0	1
CDHR1	ENSGT00920000149083_ENSG00000148600_Cadherin	E-set	-0.169060302578	0	19	0	0	1
COL12A1	ENSGT00760000119000_ENSG00000111799_fn3	E-set	-0.0124791617052	3	17	0	0	1
ZNF366	ENSGT00750000117653_ENSG00000178175_zf-C2H2	C2H2-zf	0.0562753036437	4	14	0	0	1
TRAF6	ENSGT00550000074359_ENSG00000175104_zf-TRAF	TRAF	-0.229438982071	0	14	0	0	1
IFNAR1	ENSGT00530000063449_ENSG00000142166_fn3	E-set	-0.0808097165992	2	15	0	0	1
SLC25A18	ENSGT00530000062944_ENSG00000182902_Mito_carr	Mito_carr	-0.267678812416	0	12	0	0	1
NTN3	ENSGT00890000139348_ENSG00000162068_Laminin_EGF	EGF	-0.247088134538	0	13	0	0	1
XRRA1	ENSGT00390000016048_ENSG00000166435_LRR_4	LRR	-0.247088134538	0	13	0	0	1
ERC1	ENSGT00650000093320_ENSG00000082805_Cast	Cast	-0.169060302578	0	19	0	0	1
BIRC2	ENSGT00500000044782_ENSG00000110330_BIR	BIR-like	-0.130126220529	1	17	0	0	2
OTOP1	ENSGT00530000063198_ENSG00000163982_Otopetrin	Otopetrin	-0.229438982071	0	14	0	0	1
LMLN	ENSGT00390000008796_ENSG00000185621_Peptidase_M8	Peptidase_MA	-0.0932419806914	2	13	0	0	1
ABCA1	ENSGT00760000118965_ENSG00000165029_ABC2_membrane_3	ABC-2	-0.200759109312	0	16	0	0	1
LRRC4	ENSGT00760000118831_ENSG00000128594_LRR_8	LRR	-0.18894974994	0	17	0	0	1
ZNF800	ENSGT00390000008140_ENSG00000048405_zf-C2H2_4	C2H2-zf	-0.214143049933	0	15	0	0	1
HEATR1	ENSGT00390000015845_ENSG00000119285_U3snoRNP10	U3snoRNP10	0.486740890688	11	16	0	0	1
RBM34	ENSGT00390000011249_ENSG00000188739_RRM_1	RRM	-0.0865818392134	2	14	0	0	1
CSTF3	ENSGT00390000006758_ENSG00000176102_Suf	TPR	-0.130126220529	1	17	0	0	1
NPTN	ENSGT00390000010516_ENSG00000156642_Ig_3	Ig	-0.18894974994	0	17	0	0	1
RCBTB2	ENSGT00910000144029_ENSG00000136161_RCC1	Beta_propeller	-0.214143049933	0	15	0	0	1
PPEF1	ENSGT00530000063173_ENSG00000086717_EF-hand_1	EF_hand	-0.229438982071	0	14	0	0	1
TBCEL	ENSGT00530000063405_ENSG00000154114_LRR_9	LRR	-0.17845254161	0	18	0	0	2
UBTFL1	ENSGT00530000063934_ENSG00000255009_HMG_box	HMG-box	-0.158010410642	1	14	0	0	2
MYOCD	ENSGT00530000063195_ENSG00000141052_RPEL	RPEL	-0.158010410642	1	14	0	0	1
ZGRF1	ENSGT00910000144142_ENSG00000138658_Viral_helicase1	P-loop_NTPase	-0.221214574899	1	10	0	0	1
KLF14	ENSGT00760000118984_ENSG00000266265_zf-C2H2	C2H2-zf	-0.0944748749702	0	34	0	0	4
SARS	ENSGT00790000123098_ENSG00000031698_Seryl_tRNA_N	tRNA_bind_arm	-0.229438982071	0	14	0	0	1
PRKAG2	ENSGT00390000009849_ENSG00000106617_CBS	CBS	-0.18894974994	0	17	0	0	1
VAC14	ENSGT00390000008385_ENSG00000103043_Vac14_Fab1_bd	TPR	-0.214143049933	0	15	0	0	1
LRRC55	ENSGT00920000148971_ENSG00000183908_LRR_8	LRR	-0.133839406208	0	24	0	0	2
SHOC2	ENSGT00840000129686_ENSG00000108061_LRR_8	LRR	-0.147476383266	1	15	0	0	1
GBF1	ENSGT00920000149004_ENSG00000107862_Sec7_N	Sec7_N	0.270561017929	7	14	0	0	1
RIPK4	ENSGT00550000074536_ENSG00000183421_Ank_2	Ank	-0.229438982071	0	14	0	0	1
PRPF6	ENSGT00550000075016_ENSG00000101161_TPR_14	TPR	-0.158010410642	1	14	0	0	1
NAA15	ENSGT00390000007676_ENSG00000164134_TPR_2	TPR	-0.169060302578	0	19	0	0	1
KLHL4	ENSGT00760000118931_ENSG00000102271_Kelch_1	Beta_propeller	-0.0868147499726	0	37	0	0	3
CELF5	ENSGT00560000076837_ENSG00000161082_RRM_1	RRM	-0.18894974994	0	17	0	0	1
KLC1	ENSGT00390000006393_ENSG00000126214_TPR_12	TPR	0.0525236167341	4	15	0	0	2
ELFN1	ENSGT00910000144028_ENSG00000225968_LRR_8	LRR	-0.200759109312	0	16	0	0	1
MYBPHL	ENSGT00860000133685_ENSG00000221986_V-set	Ig	-0.169060302578	0	19	0	0	2
APAF1	ENSGT00920000149054_ENSG00000120868_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
PLXNA3	ENSGT00760000119048_ENSG00000130827_TIG	E-set	-0.292013249908	0	11	0	0	1
DSCAM	ENSGT00910000144009_ENSG00000171587_I-set	Ig	-0.160607287449	0	20	0	0	1
DNAH2	ENSGT00760000118964_ENSG00000183914_Dynein_heavy	P-loop_NTPase	-0.321214574899	0	10	0	0	1
TTC21B	ENSGT00390000005979_ENSG00000123607_TPR_19	TPR	-0.229438982071	0	14	0	0	1
TANC1	ENSGT00920000148967_ENSG00000115183_Ank_2	Ank	-0.158010410642	1	14	0	0	1
LRRC39	ENSGT00920000148937_ENSG00000122477_LRR_8	LRR	-0.229438982071	0	14	0	0	1
TDRD1	ENSGT00730000110295_ENSG00000095627_TUDOR	Tudor	-0.247088134538	0	13	0	0	1
MDGA2	ENSGT00720000108445_ENSG00000139915_Ig_3	Ig	-0.17845254161	0	18	0	0	1
ELAVL1	ENSGT00760000118913_ENSG00000066044_RRM_1	RRM	-0.138259109312	1	16	0	0	1
THBS1	ENSGT00850000132273_ENSG00000137801_TSP_3	TSP_3	0.105167897118	5	17	0	0	1
TTC39A	ENSGT00390000009763_ENSG00000085831_TPR_12	TPR	-0.169060302578	0	19	0	0	1
JPH3	ENSGT00730000110639_ENSG00000154118_MORN	MORN	-0.200759109312	0	16	0	0	1
LRRC74A	ENSGT00730000110609_ENSG00000100565_LRR_6	LRR	-0.214143049933	0	15	0	0	1
KIAA1147	ENSGT00590000083189_ENSG00000257093_Avl9	AVL9	-0.200759109312	0	16	0	0	1
TTC25	ENSGT00390000007911_ENSG00000204815_TPR_2	TPR	-0.229438982071	0	14	0	0	1
ARMC5	ENSGT00390000009109_ENSG00000140691_Arm	TPR	-0.121214574899	2	10	0	0	1
CNTNAP1	ENSGT00760000118991_ENSG00000108797_Laminin_G_2	Concanavalin	-0.0132591093117	3	16	0	0	1
DCAF5	ENSGT00900000141132_ENSG00000139990_WD40	Beta_propeller	-0.147476383266	1	15	0	0	1
TTC32	ENSGT00390000011905_ENSG00000183891_TPR_1	TPR	-0.247088134538	0	13	0	0	1
B3GLCT	ENSGT00530000063264_ENSG00000187676_Galactosyl_T	GT-A	-0.18894974994	0	17	0	0	1
FASTKD3	ENSGT00530000063266_ENSG00000124279_FAST_1	FAST_1	-0.247088134538	0	13	0	0	1
STX4	ENSGT00760000119200_ENSG00000103496_Syntaxin_2	SNARE-fusion	-0.292013249908	0	11	0	0	1
COL28A1	ENSGT00820000126981_ENSG00000215018_Collagen	Collagen	1.54769830559	45	27	0	0	1
GOLGA6C	ENSGT00530000062932_ENSG00000167195_GOLGA2L5	GOLGA2L5	-0.0670347196663	1	33	0	0	19
TMPRSS7	ENSGT00760000118962_ENSG00000176040_Ldl_recept_a	Ldl_recept_a	-0.110607287449	1	20	0	0	1
CDHR4	ENSGT00650000093370_ENSG00000187492_Cadherin	E-set	-0.276518218623	1	8	0	0	1
TRAPPC9	ENSGT00390000006486_ENSG00000167632_TRAPPC9-Trs120	TRAPPC9-Trs120	-0.214143049933	0	15	0	0	1
VSIG2	ENSGT00760000119145_ENSG00000019102_V-set	Ig	-0.458877964141	0	7	0	0	1
TMPRSS9	ENSGT00760000118962_ENSG00000178297_Trypsin	Peptidase_PA	-0.0865818392134	2	14	0	0	1
ASB3	ENSGT00920000148951_ENSG00000115239_Ank_2	Ank	-0.214143049933	0	15	0	0	2
RBM46	ENSGT00550000074366_ENSG00000151962_RRM_1	RRM	-0.138259109312	1	16	0	0	1
CORO1A	ENSGT00760000119195_ENSG00000102879_WD40	Beta_propeller	-0.356905083221	0	9	0	0	1
CACNA2D1	ENSGT00530000062904_ENSG00000153956_dCache_1	Cache	-0.229438982071	0	14	0	0	1
WRAP73	ENSGT00390000003623_ENSG00000116213_ANAPC4_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
RAVER2	ENSGT00390000006046_ENSG00000162437_RRM_1	RRM	-0.229438982071	0	14	0	0	1
