ensembl_gene_id	genetree_id	gene_symbol	prd_score	identifier	netto_dup	loss	orthologs_cnt	clan	unit_cv	selectome	schaper_pos	mis_z	pLI	gt_dup	gt_root	segdup
ENSG00000170458	ENSGT00390000005689	CD14	0.2708619992	ENSGT00390000005689_ENSG00000170458_LRR_8	5	15	10	LRR	0.2531848418	True		2.0746649629	6.68636589803e-05	1	t32523	False
ENSG00000135090	ENSGT00920000148968	TAOK3	0.264901428	ENSGT00920000148968_ENSG00000135090	6	46	14	motif	0.1992775413	False		3.5065682948	0.9999775975	1	t117571	False
ENSG00000121039	ENSGT00920000148998	RDH10	0.264901428	ENSGT00920000148998_ENSG00000121039	6	51	14	motif	0.0680301343	False		3.7732982969	0.9343201389	1	t117571	False
ENSG00000121022	ENSGT00550000074850	COPS5	0.264901428	ENSGT00550000074850_ENSG00000121022	6	37	14	motif	0.0680301343	False		3.2998257913	0.9943395606	0	t7742	False
ENSG00000102054	ENSGT00570000079069	RBBP7	0.264901428	ENSGT00570000079069_ENSG00000102054_WD40	6	25	14	Beta_propeller	0.1675368979	False	False	3.4485959609	0.9832942577	0	t117571	False
ENSG00000177000	ENSGT00390000012490	MTHFR	0.264901428	ENSGT00390000012490_ENSG00000177000	6	49	14	motif	0.1529260213	False		0.8460168946	2.45515809266e-07	1	t117571	False
ENSG00000113369	ENSGT00550000074356	ARRDC3	0.264901428	ENSGT00550000074356_ENSG00000113369	6	20	14	motif	0.0912599363	False		1.5519738358	0.9787469618	1	t117571	False
ENSG00000143207	ENSGT00920000149161	COP1	0.264901428	ENSGT00920000149161_ENSG00000143207_WD40	6	40	14	Beta_propeller	0	False	False	NA	NA	2	t117571	False
ENSG00000174231	ENSGT00390000015210	PRPF8	0.264901428	ENSGT00390000015210_ENSG00000174231	6	30	14	motif	0.1385799032	False		10.5486597687	0.9999999992	0	t117571	False
ENSG00000198597	ENSGT00530000063100	ZNF536	0.264901428	ENSGT00530000063100_ENSG00000198597_zf-C2H2	6	100	14	C2H2-zf	0.0620157624	False	False	3.2700908917	0.9652168416	0	t117571	False
ENSG00000121897	ENSGT00390000006234	LIAS	0.264901428	ENSGT00390000006234_ENSG00000121897	6	30	14	motif	0.2241135093	False		1.1574907504	0.0614137585	1	t117571	False
ENSG00000213619	ENSGT00390000017480	NDUFS3	0.264901428	ENSGT00390000017480_ENSG00000213619	6	24	14	motif	0.2396359922	False		0.7395898625	0.0471370341	0	t117571	False
ENSG00000105880	ENSGT00920000148979	DLX5	0.264901428	ENSGT00920000148979_ENSG00000105880	6	50	14	motif	0.1807922078	False		1.5123516575	0.6759795165	1	t117571	False
ENSG00000007392	ENSGT00730000110670	LUC7L	0.264901428	ENSGT00730000110670_ENSG00000007392	6	73	14	motif	0.1171825709	False	False	2.2076769877	0.1642127967	1	t117571	False
ENSG00000166073	ENSGT00920000149158	GPR176	0.264901428	ENSGT00920000149158_ENSG00000166073	6	14	14	motif	0	False		1.465138762	0.4132626352	0	t7742	False
ENSG00000130005	ENSGT00390000018061	GAMT	0.264901428	ENSGT00390000018061_ENSG00000130005	6	22	14	motif	0.2839067434	False		-0.0891584577	2.64994350917e-05	1	t7742	False
ENSG00000170325	ENSGT00920000149092	PRDM10	0.264901428	ENSGT00920000149092_ENSG00000170325_zf-C2H2	6	116	14	C2H2-zf	0.1754597212	False	False	3.8386692338	0.9980599913	3	t117571	False
ENSG00000141452	ENSGT00390000009127	RMC1	0.264901428	ENSGT00390000009127_ENSG00000141452	6	34	14	motif	0.0680301343	False		NA	NA	0	t117571	False
ENSG00000134186	ENSGT00730000111145	PRPF38B	0.264901428	ENSGT00730000111145_ENSG00000134186	6	150	14	motif	0.2701794706	False	False	2.8579036353	0.9909081081	1	t117571	False
ENSG00000107362	ENSGT00390000000948	ABHD17B	0.264901428	ENSGT00390000000948_ENSG00000107362	6	24	14	motif	0.195535049	False		2.2761457334	0.9614481991	0	t117571	False
ENSG00000100934	ENSGT00390000006916	SEC23A	0.264901428	ENSGT00390000006916_ENSG00000100934	6	36	14	motif	0.0784464541	False		1.5798757588	0.0001279758	1	t117571	True
ENSG00000113163	ENSGT00650000093230	COL4A3BP	0.264901428	ENSGT00650000093230_ENSG00000113163	6	23	14	motif	0	False		3.5797501502	0.9794742432	0	t117571	False
ENSG00000134698	ENSGT00760000119148	AGO4	0.264901428	ENSGT00760000119148_ENSG00000134698	6	72	14	motif	0.0747634011	False		3.8397762521	0.9900438121	0	t117571	False
ENSG00000095787	ENSGT00440000037780	WAC	0.264901428	ENSGT00440000037780_ENSG00000095787	6	62	14	motif	0.0542269186	False	False	1.5665910394	0.9998919426	0	t117571	False
ENSG00000139220	ENSGT00760000119138	PPFIA2	0.264901428	ENSGT00760000119138_ENSG00000139220_SAM_1	6	25	14	SAM	0.1155434381	False	False	2.4945918038	0.9999759716	0	t117571	False
ENSG00000136044	ENSGT00710000106752	APPL2	0.264901428	ENSGT00710000106752_ENSG00000136044	6	10	14	motif	0	False		-0.5804838011	3.52822991387e-09	0	t117571	False
ENSG00000068366	ENSGT00690000101725	ACSL4	0.264901428	ENSGT00690000101725_ENSG00000068366	6	12	14	motif	0.1870828693	False		1.9906252073	0.9957676504	0	t117571	True
ENSG00000185728	ENSGT00390000017549	YTHDF3	0.264901428	ENSGT00390000017549_ENSG00000185728	6	40	14	motif	0	False		2.1053476247	0.9755452654	0	t117571	False
ENSG00000187446	ENSGT00860000133729	CHP1	0.264901428	ENSGT00860000133729_ENSG00000187446_EF-hand_6	6	30	14	EF_hand	0.1870828693	False		2.6376477469	0.2281231918	2	t117571	True
ENSG00000167992	ENSGT00840000129763	VWCE	0.264901428	ENSGT00840000129763_ENSG00000167992_VWC	6	39	14	FnI-like	0.3940290377	False	False	0.3840421995	5.90266495568e-13	1	t7711	False
ENSG00000131725	ENSGT00530000063479	WDR44	0.264901428	ENSGT00530000063479_ENSG00000131725_WD40	6	58	14	Beta_propeller	0.0779511956	False	False	2.6661563713	0.9998441858	0	t117571	False
ENSG00000118260	ENSGT00390000008655	CREB1	0.2615899996	ENSGT00390000008655_ENSG00000118260	7	45	18	motif	0.197394797	False		2.4954140389	0.9699606766	2	t117571	False
ENSG00000168781	ENSGT00390000009048	PPIP5K1	0.2478221048	ENSGT00390000009048_ENSG00000168781	7	56	19	motif	0.3456189937	False		1.2618296665	0.1026049132	3	t117571	True
ENSG00000100426	ENSGT00530000063354	ZBED4	0.2478221048	ENSGT00530000063354_ENSG00000100426_zf-BED	7	22	19	C2H2-zf	0.3204679923	False	False	2.6056086492	0.9895067684	14	t7711	False
ENSG00000164692	ENSGT00900000140789	COL1A2	0.2472413328	ENSGT00900000140789_ENSG00000164692_Collagen	6	332	15	Collagen	0.27290644	True	False	1.3019749519	0.9997549444	2	t117571	False
ENSG00000198948	ENSGT00390000011576	MFAP3L	0.2472413328	ENSGT00390000011576_ENSG00000198948	6	12	15	motif	0.2594353271	False		1.3087198025	0.910529966	1	t117571	False
ENSG00000185518	ENSGT00550000074384	SV2B	0.2472413328	ENSGT00550000074384_ENSG00000185518	6	28	15	motif	0.1609817628	False	False	0.9492922048	0.5347846553	1	t117571	False
ENSG00000134897	ENSGT00510000048601	BIVM	0.2472413328	ENSGT00510000048601_ENSG00000134897	6	33	15	motif	0.1072822754	False	False	0.6691599469	6.43353311511e-06	1	t117571	False
ENSG00000168538	ENSGT00390000006550	TRAPPC11	0.2472413328	ENSGT00390000006550_ENSG00000168538	6	74	15	motif	0.2887260133	True		0.1435856323	0.0002087721	2	t117571	False
ENSG00000174599	ENSGT00510000046470	TRAM1L1	0.2472413328	ENSGT00510000046470_ENSG00000174599	6	44	15	motif	0.1801387603	False		0.4791777569	0.0302314471	3	t117571	False
ENSG00000131773	ENSGT00550000074434	KHDRBS3	0.2472413328	ENSGT00550000074434_ENSG00000131773	6	34	15	motif	0.2300218531	False		0.6936607351	0.8682894371	1	t117571	True
ENSG00000129315	ENSGT00760000119191	CCNT1	0.2472413328	ENSGT00760000119191_ENSG00000129315	6	21	15	motif	0.2833801529	False		1.0990605978	0.995809373	2	t117571	False
ENSG00000157540	ENSGT00760000119032	DYRK1A	0.2472413328	ENSGT00760000119032_ENSG00000157540	6	36	15	motif	0.1475294502	False		3.3656082467	0.9995845417	1	t117571	False
ENSG00000082701	ENSGT00520000055635	GSK3B	0.2472413328	ENSGT00520000055635_ENSG00000082701	6	15	15	motif	0.2171768926	False		2.7558334127	0.9987311424	2	t117571	False
ENSG00000151690	ENSGT00530000063599	MFSD6	0.2472413328	ENSGT00530000063599_ENSG00000151690_MFS_1	6	7	15	MFS	0.2002185395	False		1.7696894598	0.0018466937	3	t117571	False
ENSG00000087116	ENSGT00900000140815	ADAMTS2	0.2472413328	ENSGT00900000140815_ENSG00000087116_TSP_1	6	23	15	TSP_1	0	False	False	2.5481414968	0.9922134752	1	t117571	False
ENSG00000167081	ENSGT00390000016426	PBX3	0.2472413328	ENSGT00390000016426_ENSG00000167081	6	18	15	motif	0.2002185395	False		2.1860061177	0.5926654837	3	t117571	False
ENSG00000188021	ENSGT00390000005720	UBQLN2	0.2472413328	ENSGT00390000005720_ENSG00000188021	6	75	15	motif	0.1407210833	False	False	1.5564593365	0.8043172685	3	t117571	False
ENSG00000116095	ENSGT00650000093230	PLEKHA3	0.2472413328	ENSGT00650000093230_ENSG00000116095	6	37	15	motif	0.1639463279	False		1.047206479	0.0229786986	1	t117571	False
ENSG00000135018	ENSGT00390000005720	UBQLN1	0.2472413328	ENSGT00390000005720_ENSG00000135018	6	90	15	motif	0.1407210833	False	False	1.9143486444	0.9987532617	3	t117571	True
ENSG00000196323	ENSGT00920000149041	ZBTB44	0.2472413328	ENSGT00920000149041_ENSG00000196323_zf-C2H2	6	44	15	C2H2-zf	0.235983789	False		1.276919735	0.9920641238	2	t117571	True
ENSG00000106571	ENSGT00900000140802	GLI3	0.2462381811	ENSGT00900000140802_ENSG00000106571_zf-C2H2	5	19	11	C2H2-zf	0	False	False	1.5222017347	0.9999947394	1	t117571	True
ENSG00000171843	ENSGT00440000039936	MLLT3	0.2462381811	ENSGT00440000039936_ENSG00000171843	5	15	11	motif	0.2903415387	False	False	1.6146703952	0.9955910496	1	t32523	False
ENSG00000100065	ENSGT00530000063108	CARD10	0.2462381811	ENSGT00530000063108_ENSG00000100065	5	18	11	motif	0.3886904255	False		2.5128930254	0.1089198689	3	t117571	False
ENSG00000160753	ENSGT00900000141033	RUSC1	0.2462381811	ENSGT00900000141033_ENSG00000160753	5	5	11	motif	0.2051629517	False		2.8769253086	0.9494291175	2	t117571	False
ENSG00000162843	ENSGT00530000063510	WDR64	0.2462381811	ENSGT00530000063510_ENSG00000162843_WD40	5	40	11	Beta_propeller	0.4696579252	True	False	-0.9215807351	4.90486275703e-15	2	t117571	False
ENSG00000105549	ENSGT00420000029836	THEG	0.2440885703	ENSGT00420000029836_ENSG00000105549_THEG	4	2	7	THEG	0.1770200219	False		-1.2233384884	4.926980734e-07	0	t117571	False
ENSG00000176531	ENSGT00530000063148	PHLDB3	0.2440885703	ENSGT00530000063148_ENSG00000176531	4	21	7	motif	0.2203645326	False	False	-0.5536127832	9.97221793547e-17	0	t117571	False
ENSG00000187838	ENSGT00390000002884	PLSCR3	0.2440885703	ENSGT00390000002884_ENSG00000187838	4	5	7	motif	0.4082482905	False		NA	NA	2	t117571	False
ENSG00000171262	ENSGT00440000037341	FAM98B	0.2440885703	ENSGT00440000037341_ENSG00000171262	4	27	7	motif	0.2932724327	False		-0.2904496469	0.3948271827	0	t117571	False
ENSG00000188229	ENSGT00760000119061	TUBB4B	0.2440885703	ENSGT00760000119061_ENSG00000188229	4	11	7	motif	0	False		5.7521626769	0.9295411739	1	t32523	False
ENSG00000065833	ENSGT00390000000754	ME1	0.2317887495	ENSGT00390000000754_ENSG00000065833	6	41	16	motif	0.3207980732	False		-1.4280643672	2.2231134083e-10	2	t117571	True
ENSG00000119203	ENSGT00910000144162	CPSF3	0.2317887495	ENSGT00910000144162_ENSG00000119203	6	60	16	motif	0.1290322581	False		3.5383787303	3.45704751203e-05	2	t117571	False
ENSG00000154553	ENSGT00590000082980	PDLIM3	0.2317887495	ENSGT00590000082980_ENSG00000154553	6	42	16	motif	0.2231407709	False		-0.0354291602	9.36781115534e-08	3	t117571	False
ENSG00000109436	ENSGT00760000119137	TBC1D9	0.2317887495	ENSGT00760000119137_ENSG00000109436	6	32	16	motif	0.2838883453	False		2.9113176456	0.8769411948	2	t117571	True
ENSG00000143278	ENSGT00910000143999	F13B	0.2291742103	ENSGT00910000143999_ENSG00000143278_Sushi	11	291	38	EGF	0.53083125	False	False	-0.2821082821	2.1326e-05	18	t117571	False
ENSG00000155090	ENSGT00760000118984	KLF10	0.2257183327	ENSGT00760000118984_ENSG00000155090_zf-C2H2	5	14	12	C2H2-zf	0.1229208859	False	False	0.4826500125	0.0034217666	0	t117571	False
ENSG00000175764	ENSGT00760000118951	TTLL11	0.2257183327	ENSGT00760000118951_ENSG00000175764	5	7	12	motif	0.1644607334	False		2.1898146431	0.0182318374	2	t117571	False
ENSG00000076604	ENSGT00550000074359	TRAF4	0.2257183327	ENSGT00550000074359_ENSG00000076604_zf-TRAF	5	11	12	TRAF	0.2212915705	False	False	2.7873641693	0.8400387123	0	t117571	False
ENSG00000184634	ENSGT00440000037505	MED12	0.2257183327	ENSGT00440000037505_ENSG00000184634	5	22	12	motif	0.2037706832	False		6.6403058074	0.9999999988	2	t117571	False
ENSG00000162946	ENSGT00390000006176	DISC1	0.2257183327	ENSGT00390000006176_ENSG00000162946	5	11	12	motif	0.542938432	False		-0.5041629341	0.0197098836	2	t117571	False
ENSG00000145725	ENSGT00390000009048	PPIP5K2	0.2257183327	ENSGT00390000009048_ENSG00000145725	5	31	12	motif	0	False		2.9874738567	4.05311854851e-10	0	t117571	False
ENSG00000052795	ENSGT00390000009391	FNIP2	0.2257183327	ENSGT00390000009391_ENSG00000052795	5	16	12	motif	0.2571766901	False		-0.2405124719	0.9977770016	0	t117571	False
ENSG00000138670	ENSGT00880000137870	RASGEF1B	0.2181541172	ENSGT00880000137870_ENSG00000138670	6	26	17	motif	0.1493597992	False		0.799423773	0.4885296623	2	t117571	False
ENSG00000135821	ENSGT00390000010047	GLUL	0.2181541172	ENSGT00390000010047_ENSG00000135821	6	34	17	motif	0.2797112382	False		1.7285731693	0.9778425928	3	t117571	False
ENSG00000010810	ENSGT00760000118938	FYN	0.2181541172	ENSGT00760000118938_ENSG00000010810	6	26	17	motif	0	True		4.4291052055	0.9956357099	4	t117571	True
ENSG00000189186	ENSGT00530000062951	DCAF8L2	0.2181541172	ENSGT00530000062951_ENSG00000189186_WD40	6	47	17	Beta_propeller	0.2469620143	True	False	0.5976572333	0.575393469	3	t117571	True
ENSG00000226372	ENSGT00530000062951	DCAF8L1	0.2181541172	ENSGT00530000062951_ENSG00000226372_WD40	6	51	17	Beta_propeller	0.2469620143	True	False	-0.762338767	0.1191659312	3	t117571	True
ENSG00000173926	ENSGT00920000148985	MARCH3	0.213577499	ENSGT00920000148985_ENSG00000173926	4	6	8	motif	0.1229750924	False		0.7404339765	0.6367278713	1	t117571	False
ENSG00000212657	ENSGT00880000137966	KRTAP16-1	0.2124053657	ENSGT00880000137966_ENSG00000212657_Keratin_B2_2	11	330	41	Keratin_assoc	0.312776246	False	False	NA	NA	32	t40674	False
ENSG00000204628	ENSGT00910000144232	RACK1	0.208355384	ENSGT00910000144232_ENSG00000204628_WD40	5	85	13	Beta_propeller	0	False	False	NA	NA	2	t117571	False
ENSG00000119446	ENSGT00390000013765	RBM18	0.208355384	ENSGT00390000013765_ENSG00000119446	5	0	13	motif	0	False		0.8192389719	0.0380098731	0	t117571	False
ENSG00000176014	ENSGT00760000119061	TUBB6	0.208355384	ENSGT00760000119061_ENSG00000176014	5	42	13	motif	0	False		4.1056587278	0.0005112675	0	t117571	True
ENSG00000048828	ENSGT00530000063168	FAM120A	0.208355384	ENSGT00530000063168_ENSG00000048828	5	25	13	motif	0.2950030126	False		4.6335166206	0.9999070503	3	t117571	True
ENSG00000162236	ENSGT00390000000652	STX5	0.208355384	ENSGT00390000000652_ENSG00000162236	5	21	13	motif	0	False		0.556602052	0.3629484058	1	t7742	False
ENSG00000128059	ENSGT00390000003428	PPAT	0.208355384	ENSGT00390000003428_ENSG00000128059	5	13	13	motif	0.0948829283	True		3.4764577344	0.9945644133	0	t117571	True
ENSG00000181722	ENSGT00760000119063	ZBTB20	0.208355384	ENSGT00760000119063_ENSG00000181722_zf-C2H2	5	30	13	C2H2-zf	0.1144619453	False	False	5.723089721	0.9825572304	0	t117571	False
ENSG00000064726	ENSGT00550000074511	BTBD1	0.208355384	ENSGT00550000074511_ENSG00000064726	5	56	13	motif	0.130104125	True		1.704253555	0.0149464237	0	t117571	False
ENSG00000158008	ENSGT00550000074496	EXTL1	0.208355384	ENSGT00550000074496_ENSG00000158008	5	10	13	motif	0.4026555839	True		0.5485393044	1.17897567863e-12	2	t117571	False
ENSG00000134138	ENSGT00550000074260	MEIS2	0.208355384	ENSGT00550000074260_ENSG00000134138	5	25	13	motif	0	False		3.1951609595	0.9942549551	0	t117571	False
ENSG00000113812	ENSGT00390000001763	ACTR8	0.208355384	ENSGT00390000001763_ENSG00000113812	5	32	13	motif	0.0901387819	False		0.5883141602	2.01457015209e-08	1	t117571	False
ENSG00000089486	ENSGT00540000071542	CDIP1	0.208355384	ENSGT00540000071542_ENSG00000089486	5	39	13	motif	0.1948946635	False		0.141885671	0.7345050122	0	t117571	False
ENSG00000168610	ENSGT00760000119236	STAT3	0.208355384	ENSGT00760000119236_ENSG00000168610	5	21	13	motif	0.0546295648	False		5.595195558	0.9999891932	1	t117571	False
ENSG00000108883	ENSGT00870000136483	EFTUD2	0.208355384	ENSGT00870000136483_ENSG00000108883	5	47	13	motif	0.0563367387	False		4.3626548337	0.9999914353	1	t117571	False
ENSG00000100038	ENSGT00530000063430	TOP3B	0.208355384	ENSGT00530000063430_ENSG00000100038	5	48	13	motif	0.1454733694	True		3.1752064551	0.1145280126	0	t117571	True
ENSG00000136535	ENSGT00900000140847	TBR1	0.208355384	ENSGT00900000140847_ENSG00000136535	5	20	13	motif	0.2034141461	False		5.5713069626	0.9935880375	3	t7742	False
ENSG00000244255	ENSGT00530000063826	AL645922.1	0.208355384	ENSGT00530000063826_ENSG00000244255_Sushi	5	51	13	EGF	0.3464101615	True	False	NA	NA	4	t117571	False
ENSG00000243649	ENSGT00530000063826	CFB	0.208355384	ENSGT00530000063826_ENSG00000243649_Sushi	5	47	13	EGF	0.3464101615	True	False	2.210602586	0.0009788594	4	t117571	False
ENSG00000100105	ENSGT00530000063522	PATZ1	0.208355384	ENSGT00530000063522_ENSG00000100105_zf-C2H2_4	5	56	13	C2H2-zf	0.1509878198	False	False	4.564626963	0.9927160441	2	t117571	False
ENSG00000112280	ENSGT00900000140850	COL9A1	0.206034444	ENSGT00900000140850_ENSG00000112280_Collagen	6	193	18	Collagen	0.2846342016	True	False	-1.1523517215	4.77422931673e-15	1	t117571	False
ENSG00000036257	ENSGT00760000119212	CUL3	0.206034444	ENSGT00760000119212_ENSG00000036257	6	44	18	motif	0	False		4.9478976134	0.9740634054	3	t117571	False
ENSG00000106261	ENSGT00760000118881	ZKSCAN1	0.2059349998	ENSGT00760000118881_ENSG00000106261_zf-H2C2_2	13	303	52	C2H2-zf	0.2843323895	False	True	1.9834131747	0.6072752366	24	t32524	False
ENSG00000166847	ENSGT00390000015360	DCTN5	0.1934728566	ENSGT00390000015360_ENSG00000166847_Hexapep	5	33	14	HEXAPEP	0	False		1.8359767513	0.0204374094	0	t117571	True
ENSG00000050767	ENSGT00900000140850	COL23A1	0.1934728566	ENSGT00900000140850_ENSG00000050767_Collagen	5	149	14	Collagen	0.179951323	False	False	-0.3159860923	1e-09	1	t117571	True
ENSG00000159692	ENSGT00530000063021	CTBP1	0.1934728566	ENSGT00530000063021_ENSG00000159692	5	13	14	motif	0	False		3.874142561	0.9797636545	0	t117571	False
ENSG00000168994	ENSGT00390000009209	PXDC1	0.1934728566	ENSGT00390000009209_ENSG00000168994	5	25	14	motif	0.1270977819	False		1.0605713666	0.5500172168	1	t117571	False
ENSG00000147421	ENSGT00920000149039	HMBOX1	0.1934728566	ENSGT00920000149039_ENSG00000147421	5	37	14	motif	0.1124795168	False		2.2742330281	0.9970963814	3	t117571	False
ENSG00000113615	ENSGT00590000082962	SEC24A	0.1934728566	ENSGT00590000082962_ENSG00000113615	5	15	14	motif	0	False		-0.7450527657	1.31213682192e-05	0	t117571	False
ENSG00000185811	ENSGT00550000074392	IKZF1	0.1934728566	ENSGT00550000074392_ENSG00000185811_zf-H2C2_2	5	65	14	C2H2-zf	0	False		3.7912888886	0.9857513241	0	t117571	False
ENSG00000141101	ENSGT00390000015857	NOB1	0.1934728566	ENSGT00390000015857_ENSG00000141101	5	11	14	motif	0.2675742776	False		-0.2907425258	8.61136358207e-08	0	t117571	False
ENSG00000158195	ENSGT00730000110593	WASF2	0.1934728566	ENSGT00730000110593_ENSG00000158195	5	31	14	motif	0.1385799032	False		1.7754950182	0.9753174456	2	t117571	True
ENSG00000152102	ENSGT00390000005140	FAM168B	0.1934728566	ENSGT00390000005140_ENSG00000152102	5	37	14	motif	0.065643112	False		1.368137046	0.0437714937	2	t117571	False
ENSG00000179409	ENSGT00390000012296	GEMIN4	0.1934728566	ENSGT00390000012296_ENSG00000179409	5	28	14	motif	0.3248011211	True		-0.3908388183	1.88601867515e-07	0	t117571	False
ENSG00000144228	ENSGT00390000000361	SPOPL	0.1934728566	ENSGT00390000000361_ENSG00000144228	5	24	14	motif	0	False		0.2465323048	0.0454469526	0	t7742	True
ENSG00000121274	ENSGT00400000022055	TENT4B	0.1934728566	ENSGT00400000022055_ENSG00000121274	5	70	14	motif	0.0820412654	False		NA	NA	1	t117571	False
ENSG00000189308	ENSGT00390000013974	LIN54	0.1934728566	ENSGT00390000013974_ENSG00000189308	5	65	14	motif	0.1682897752	True	False	2.1948507874	0.9994335985	4	t117571	False
ENSG00000105298	ENSGT00390000000097	CACTIN	0.1934728566	ENSGT00390000000097_ENSG00000105298	5	24	14	motif	0.3050346765	False	True	4.6215971849	0.9993450958	1	t7742	False
ENSG00000120658	ENSGT00390000006788	ENOX1	0.1934728566	ENSGT00390000006788_ENSG00000120658	5	30	14	motif	0.2022517506	False		2.5086390056	0.0364014175	0	t117571	True
ENSG00000137693	ENSGT00510000046760	YAP1	0.1934728566	ENSGT00510000046760_ENSG00000137693	5	28	14	motif	0.1426804616	False		2.3181526106	0.9985477995	0	t117571	True
ENSG00000152217	ENSGT00780000121845	SETBP1	0.1934728566	ENSGT00780000121845_ENSG00000152217	5	40	14	motif	0.0941465051	False		1.8965896407	0.9990029294	0	t117571	True
ENSG00000112290	ENSGT00730000110593	WASF1	0.1934728566	ENSGT00730000110593_ENSG00000112290	5	37	14	motif	0.0680301343	False		2.1239829772	0.914369887	1	t117571	False
ENSG00000185551	ENSGT00760000118948	NR2F2	0.1934728566	ENSGT00760000118948_ENSG00000185551	5	32	14	motif	0.1809377283	False		5.7862889473	0.9167042301	0	t7711	False
ENSG00000124177	ENSGT00760000119067	CHD6	0.1934728566	ENSGT00760000119067_ENSG00000124177	5	21	14	motif	0.2116601049	False		3.5772641634	1	1	t117571	False
ENSG00000137710	ENSGT00920000148976	RDX	0.1934728566	ENSGT00920000148976_ENSG00000137710	5	26	14	motif	0	False		-0.0085651681	0.9989545893	3	t117571	True
ENSG00000176986	ENSGT00590000082962	SEC24C	0.1934728566	ENSGT00590000082962_ENSG00000176986	5	23	14	motif	0	False		0.9556486383	0.9999923396	0	t117571	False
ENSG00000128585	ENSGT00390000001702	MKLN1	0.1934728566	ENSGT00390000001702_ENSG00000128585_Kelch_3	5	32	14	Beta_propeller	0	False	False	2.5393605283	0.9995775048	0	t117571	False
ENSG00000198740	ENSGT00440000037877	ZNF652	0.1934728566	ENSGT00440000037877_ENSG00000198740_zf-C2H2	5	101	14	C2H2-zf	0.0974096149	False	False	1.4659746396	0.9707396263	0	t117571	True
ENSG00000089775	ENSGT00850000132316	ZBTB25	0.1934728566	ENSGT00850000132316_ENSG00000089775_zf-C2H2	5	8	14	C2H2-zf	0.1727184535	False		-0.7094617819	3.31068569518e-05	1	t117571	False
ENSG00000108306	ENSGT00760000119059	FBXL20	0.1934728566	ENSGT00760000119059_ENSG00000108306_LRR_4	5	39	14	LRR	0.0450802095	False		2.9447958219	0.998874815	1	t117571	False
ENSG00000185697	ENSGT00390000001038	MYBL1	0.1934728566	ENSGT00390000001038_ENSG00000185697_Myb_DNA-binding	5	16	14	HTH	0.1262173314	True	False	0.581379099	0.9983326874	2	t7711	False
ENSG00000215788	ENSGT00530000064001	TNFRSF25	0.1898466658	ENSGT00530000064001_ENSG00000215788_TNFR_c6	4	15	9	TNF_receptor	0.1767766953	False	False	1.5248004692	0.4487388531	1	t117571	False
ENSG00000198791	ENSGT00390000000080	CNOT7	0.1854309996	ENSGT00390000000080_ENSG00000198791	6	72	20	motif	0.0566093159	False		2.1774655926	0.9864954843	6	t117571	True
ENSG00000047410	ENSGT00730000111014	TPR	0.1854309996	ENSGT00730000111014_ENSG00000047410_TPR_MLP1_2	6	276	20	TPR_MLP1_2	0.3865913518	True	False	2.3525457045	1	5	t117571	False
ENSG00000158022	ENSGT00760000118878	TRIM63	0.1805746661	ENSGT00760000118878_ENSG00000158022_zf-B_box	5	19	15	zf-B_box	0.1674650152	False		0.0161524222	4.71828632864e-12	1	t117571	False
ENSG00000262633	ENSGT00490000043403	AC005670.2	0.1805746661	ENSGT00490000043403_ENSG00000262633	5	37	15	motif	0.0723011867	False		NA	NA	2	t117571	True
ENSG00000137817	ENSGT00390000017707	PARP6	0.1805746661	ENSGT00390000017707_ENSG00000137817	5	24	15	motif	0.2399084831	False		3.1284470565	0.9974188775	2	t117571	False
ENSG00000121892	ENSGT00390000012488	PDS5A	0.1805746661	ENSGT00390000012488_ENSG00000121892	5	16	15	motif	0.1475294502	False		4.1844440282	0.9998529204	1	t117571	False
ENSG00000149970	ENSGT00390000017199	CNKSR2	0.1805746661	ENSGT00390000017199_ENSG00000149970	5	42	15	motif	0.0656437855	False		3.5122826924	0.9997480494	4	t117571	True
ENSG00000080824	ENSGT00920000149016	HSP90AA1	0.1805746661	ENSGT00920000149016_ENSG00000080824	5	12	15	motif	0	False		1.4642774098	0.6767476467	0	t117571	False
ENSG00000145016	ENSGT00550000074570	RUBCN	0.1805746661	ENSGT00550000074570_ENSG00000145016	5	62	15	motif	0.3621436834	True		NA	NA	3	t117571	True
ENSG00000015532	ENSGT00760000119183	XYLT2	0.1805746661	ENSGT00760000119183_ENSG00000015532	5	44	15	motif	0.2390457219	False		2.0971842251	0.3371339455	2	t117571	False
ENSG00000187778	ENSGT00390000005536	MCRS1	0.1805746661	ENSGT00390000005536_ENSG00000187778	5	79	15	motif	0.3138824103	False		2.0804123622	0.0665356265	5	t117571	False
ENSG00000112237	ENSGT00760000119191	CCNC	0.1805746661	ENSGT00760000119191_ENSG00000112237	5	59	15	motif	0.2038412287	False		2.3006655282	0.9901045335	1	t117571	False
ENSG00000001167	ENSGT00390000015714	NFYA	0.1805746661	ENSGT00390000015714_ENSG00000001167	5	96	15	motif	0.0881609168	False	False	2.6231472937	0.0220592708	1	t7742	False
ENSG00000150471	ENSGT00900000140800	ADGRL3	0.1805746661	ENSGT00900000140800_ENSG00000150471	5	21	15	motif	0.0880223488	False		NA	NA	1	t117571	False
ENSG00000140105	ENSGT00390000000666	WARS	0.1805746661	ENSGT00390000000666_ENSG00000140105	5	43	15	motif	0.1590045106	False		1.6549196253	0.9947006753	1	t117571	False
